,Name,Rating,Date,Content,score,sentiment
903,Park Place Residences,5.0,"Posted on October 15, 2021 by Linda See",The noise level at Park Place is the same as any other condos in Singapore which is beside a road. I don’t see any particular difference between Park Place and any other 10000...,0.0,Neutral
904,Park Place Residences,0.3,"Posted on October 15, 2021 by Morrison Steward","The building is nice and been living here for about a year now. Pamper with food choices and so convenient transport networks - bus, mrt, grab, taxis ..the only main concern is...",0.4215,Positive
905,Watertown,5.0,"Posted on October 14, 2021 by Michael Pang","Near to amenities, bus interchange and MRT",0.0,Neutral
906,The Jade,3.8,"Posted on October 14, 2021 by  ","This Condo is absolutely amazing with facilities like Gym, etc.. But what i really miss about living here is the cleanliness of the condo, the units being extremely spacious...",0.2399,Positive
907,The Jade,5.0,"Posted on October 14, 2021 by Michael Pang",Near to amenities and MRT,0.0,Neutral
908,Watertown,4.8,"Posted on October 14, 2021 by  ",Super convenient with Water Way Shopping right below. Spoilt for choices of many restaurants,0.5994,Positive
909,The Jade,5.0,"Posted on October 14, 2021 by  ",Best condominium in Singapore. Huge units with utility room and store room which are rare in new condominiums. Inviting swimming pool. Condo is well maintained. Very convenient...,0.872,Positive
910,Seletaris,5.0,"Posted on October 14, 2021 by Terence Chan",I just moved in to this Beautiful condo that feel like in a resort with full condo facilities. A Quiet and Peaceful with greenery surrounding and a nearby Hot Spring (Onsen)...,0.884,Positive
911,The Parc Condominium,0.7,"Posted on October 13, 2021 by Kartikey T","The management and guards are completely terrible. Never had such a bad experience before. The guards  are rude, abusive&amp;vulgar and when you complain to management they just...",-0.908,Negative
912,Suites @ Shrewsbury,2.3,"Posted on October 12, 2021 by  ","Is there a shortcut to walk to Novena MRT that I'm unaware of? As it takes me 12min and Google suggests 11min.
Good location if you drive.
Many cafes &amp; eateries within...",0.2732,Positive
913,The Interlace,3.7,"Posted on October 12, 2021 by Jonathan Kuah","Cons. Transport network is so so. 2-3 bus stops from 2 MRTs. But as its so central, Grab is cheap to almost anywhere. Very near NUS and Science Park..
Units facing the...",-0.0772,Negative
914,Vivace,4.5,"Posted on October 11, 2021 by shumchs .",Excellent location and quiet,0.5719,Positive
915,Homey Gardens,0.0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de","There is no 4 bedded in this development, all are 3 bedrooms only. The penthouse has enclosed the roof terrace into rooms and listed as 4 bedded.",-0.296,Negative
916,Parc Imperial,0.0,"Posted on October 11, 2021 by Tue Le",I didn't check carefully enough and rented a unit that faces the W Coast Highway in Parc Imperial. I couldn't sleep well for even a single night because of the noise coming from...,-0.2924,Negative
917,The Regalia,0.0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de",The development attempted enbloc but asking too high and no developer bid. Beside the land plot ratio of 2.8 is already built up to based on current GFA. The next developments...,-0.4215,Negative
918,Seaview Point,0.0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de",The land size is elongated and not much room for intensification. Not developer choice. The rest of the older developments already enbloced except this which will slowly...,0.0,Neutral
919,Park Place Residences,5.0,"Posted on October 11, 2021 by Mei hui K.","With nearby Parc Esta,Penrose, Antares all near 2k/psf,Park Place is undervalued.Most of these condos are not connected to MRT, while Park Place is directly integrated into dual...",0.0,Neutral
920,Carpmael Thirty-Eight,5.0,"Posted on October 10, 2021 by Shawn Wong","Well connected to nearby amenities all within walking distances like Haig Road and Geylang Serai Markets, hawker centres. NTUC supermarket also within walking distances and...",0.5574,Positive
921,The Medley,3.7,"Posted on October  9, 2021 by Wilson Ho",The condo environment is generally well-maintained and the management has planted more plants to green the place. It is breezy and the pool is good enough for a pleasant swim....,0.7351,Positive
922,164A Yung Kuang Court,5.0,"Posted on October  9, 2021 by Brian Chen","For the Active family, the estate is a mere 5mins walk away from the beautiful Jurong Lake Gardens, a very big ActiveSG Gym with pool. 
Families who have young kids will be...",0.765,Positive
923,Avila Gardens,4.7,"Posted on October  9, 2021 by Carolyn Chang",Good,0.4404,Positive
924,Parc Canberra,5.0,"Posted on October  9, 2021 by Qx Tan",It has everything!,0.0,Neutral
925,Ritz Mansions,5.0,"Posted on October  8, 2021 by Yoga with Tina",Spacious interiors. Close to town. Well connected by bus. Novena mrt short bus ride away. Shaw plaza right at doorstep.,0.2732,Positive
926,Celadon View,4.0,"Posted on October  8, 2021 by Chrissy Rei","Great location near park and shopping, less than 5mins walk. Shuttle bus to Pasir Ris mrt from Downtown East, 5mins walk. Wonderful neighbourhood.",0.8316,Positive
927,Celadon View,3.3,"Posted on October  8, 2021 by Dicky Ong","Nest to, just around 200m, from Downtown East with its numerous facilities. Also, ridiculously near to Ponggol Park and cycling track - many exotic birds, monitor lizards, wild...",-0.34,Negative
928,Hilltop Grove,5.0,"Posted on October  7, 2021 by Seer Rav","It’s the greenest place to live in SG. Well maintained condo facility, well connected to nature reserves and interesting hangout spots. Cool hillside feeling far from main...",0.8271,Positive
929,Longbeach Townhouse,5.0,"Posted on October  7, 2021 by Micah Lim 林益才","3 storey townhouse or cluster houses? Depending on how one sees it. Love the huge private garden the units has, especilally the units facing West Coast highway. The huge...",0.8316,Positive
930,Sungrove,5.0,"Posted on October  7, 2021 by Micah Lim 林益才","Understated cluster housing like estate. Very huge built in space of about 5,000sf. Good distance between each units, giving each other more privacy.",0.8553,Positive
931,Twin VEW,5.0,"Posted on October  7, 2021 by Micah Lim 林益才",Twin blocks of 36 storeys with high floor nits enjoying unblocked views of Pandan reservoir.  Seems like good quality facilities. Proximity to major educational institutes and...,0.7845,Positive
932,Parc Riviera,5.0,"Posted on October  7, 2021 by Micah Lim 林益才","One of the earliest high rise 99 year leasehold mega condo that is built on government tendered land. Some units offer a good view of Pandan Reservoir. It is after all, very...",0.5267,Positive
933,Inchcape Marketing Building,5.0,"Posted on October  7, 2021 by Micah Lim 林益才","Full service centre for Toyota, Hino and Suzuki vehicles. Not exactly the most convenient location if you are a car owner not living in the west. Friendly staff and efficient...",0.7184,Positive
934,Westmont,5.0,"Posted on October  7, 2021 by Micah Lim 林益才","5 bedder cluster house with sizes ranging from 2,885sf to 3,046sf. May appeal to multi generation family residents who wants the feel of living in a landed house with basic...",0.0,Neutral
935,The Florida,5.0,"Posted on October  7, 2021 by Kobe Luna",Well maintained for a 20 year old condo,0.2732,Positive
936,A Treasure Trove,4.0,"Posted on October  7, 2021 by Alfred Choy","This condo is very very convenient as it’s right next to waterway point and MRT. It could attract people for renting. 

Besides, the future development includes a university...",0.3612,Positive
937,Park Place Residences,5.0,"Posted on October  5, 2021 by Suhaila K.","The noise level is actually minimal , comparable to all other condos in Singapore beside a road, actually those units facing PLQ 3 couldn’t hear a thing as it is very peaceful...",0.5413,Positive
938,Park Place Residences,1.0,"Posted on October  5, 2021 by Olander Alexandra","location is good, full of food choices and convenient transport networks. Nice heritage of Malay community and comes Hari Raya, there is full of fun fairs activity! Hate most is...",0.68,Positive
939,Queensway Tower,1.0,"Posted on October  4, 2021 by Neerajdatt Soman","Poor maintenance of drainage pipes resulted in sewage from apartment above, in our kitchen. Our sewage leaked into the apartment below. Management and/or owners are negligent...",-0.6597,Negative
940,The Clementvale,5.0,"Posted on October  4, 2021 by Micah Lim 林益才",99 leasehold mostly 3 storey terraces. Prices are pretty digestible with it around the $2 million mark.  Some units are quite close to Clementi Avenue 2. Most units only have...,0.4939,Positive
941,Harbourlights,5.0,"Posted on October  1, 2021 by Micah Lim 林益才",Great location but building is looking a bit old. Some units enjoy a small stretch of wild greeneries view.,0.7814,Positive
942,The Villas @ Sentosa Cove,5.0,"Posted on October  1, 2021 by Micah Lim 林益才",One of Sentosa Cove's more sought after estate.,0.0,Neutral
943,Park Place Residences,0.8,"Posted on September 30, 2021 by Alimajid saidmarzu","I love the location here where my religion and culture aline beside good networks of MRT &amp; buses. Many nice Muslim food, no worry. The surrounding reminds me of home Jakarta...",0.9063,Positive
944,DUO Residences,3.8,"Posted on September 30, 2021 by Harri Son","Been seeing many condos these days as I want to rent or buy, this sure is a nice place but oh so expensive. Worth the price if you are rich cos this place really makes you feel...",0.8893,Positive
945,Starville,1.7,"Posted on September 30, 2021 by Harri Son",Rental is good idea. It is cheap to rent but expensive to buy. We want  to either buy or rent but found this place to be 1.3k over psf for studio! For that price can get many...,0.4003,Positive
946,High Oak Condo,4.3,"Posted on September 29, 2021 by cheeky koon",Stayed for 2 years. The condo is a located in a very nice location with amenities all around. Nice part is to see stars in the night sky and in the day bukit timah hill view. My...,0.7089,Positive
947,Shelford Regency,4.3,"Posted on September 29, 2021 by Joshua Lim","Within 1km to Nanyang and Raffles Girls Primary School. 6mins walk to Tan Kah Kee MRT, short stroll to Botanic Gardens.",0.0,Neutral
948,Riverbank at Fernvale,5.0,"Posted on September 29, 2021 by Jackie Chew","suitable for family with children.
Ample basement parking
Walk to Layar LRT",0.0,Neutral
949,Eight Riversuites,1.7,"Posted on September 28, 2021 by Guru Anand","Hidden Gem Condo: CITY FRINGE Living. Windy, Windy, Windy!!!!! Less than 5min walk to Book Keng MRT, 3 MRT stops to Douby Guat. Excellent Bus network. Condo Facilities are good....",0.8002,Positive
950,Principal Garden,4.7,"Posted on September 27, 2021 by Cyndi Hui","Everything about this condo is excellent, the spacious and beautiful landscaping, wide range of facilities including 2 KTV rooms, sky pool, 5 BBQ pits, bicycle rental etc....",0.8225,Positive
