Name,Rating,Date,Content
Celadon View,Rating: 3.3,"Posted on October  8, 2021 by Dicky Ong","Nest to, just around 200m, from Downtown East with its numerous facilities. Also, ridiculously near to Ponggol Park and cycling track - many exotic birds, monitor lizards, wild..."
Hilltop Grove,Rating: 5,"Posted on October  7, 2021 by Seer Rav","It’s the greenest place to live in SG. Well maintained condo facility, well connected to nature reserves and interesting hangout spots. Cool hillside feeling far from main..."
Longbeach Townhouse,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才","3 storey townhouse or cluster houses? Depending on how one sees it. Love the huge private garden the units has, especilally the units facing West Coast highway. The huge..."
Sungrove,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才","Understated cluster housing like estate. Very huge built in space of about 5,000sf. Good distance between each units, giving each other more privacy."
Twin VEW,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才",Twin blocks of 36 storeys with high floor nits enjoying unblocked views of Pandan reservoir.  Seems like good quality facilities. Proximity to major educational institutes and...
Parc Riviera,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才","One of the earliest high rise 99 year leasehold mega condo that is built on government tendered land. Some units offer a good view of Pandan Reservoir. It is after all, very..."
Inchcape Marketing Building,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才","Full service centre for Toyota, Hino and Suzuki vehicles. Not exactly the most convenient location if you are a car owner not living in the west. Friendly staff and efficient..."
Westmont,Rating: 5,"Posted on October  7, 2021 by Micah Lim 林益才","5 bedder cluster house with sizes ranging from 2,885sf to 3,046sf. May appeal to multi generation family residents who wants the feel of living in a landed house with basic..."
The Florida,Rating: 5,"Posted on October  7, 2021 by Kobe Luna",Well maintained for a 20 year old condo
A Treasure Trove,Rating: 4,"Posted on October  7, 2021 by Alfred Choy","This condo is very very convenient as it’s right next to waterway point and MRT. It could attract people for renting. 

Besides, the future development includes a university..."
Park Place Residences,Rating: 5,"Posted on October  5, 2021 by Suhaila K.","The noise level is actually minimal , comparable to all other condos in Singapore beside a road, actually those units facing PLQ 3 couldn’t hear a thing as it is very peaceful..."
Park Place Residences,Rating: 1,"Posted on October  5, 2021 by Olander Alexandra","location is good, full of food choices and convenient transport networks. Nice heritage of Malay community and comes Hari Raya, there is full of fun fairs activity! Hate most is..."
Queensway Tower,Rating: 1,"Posted on October  4, 2021 by Neerajdatt Soman","Poor maintenance of drainage pipes resulted in sewage from apartment above, in our kitchen. Our sewage leaked into the apartment below. Management and/or owners are negligent..."
The Clementvale,Rating: 5,"Posted on October  4, 2021 by Micah Lim 林益才",99 leasehold mostly 3 storey terraces. Prices are pretty digestible with it around the $2 million mark.  Some units are quite close to Clementi Avenue 2. Most units only have...
Harbourlights,Rating: 5,"Posted on October  1, 2021 by Micah Lim 林益才",Great location but building is looking a bit old. Some units enjoy a small stretch of wild greeneries view.
The Villas @ Sentosa Cove,Rating: 5,"Posted on October  1, 2021 by Micah Lim 林益才",One of Sentosa Cove's more sought after estate.
Park Place Residences,Rating: 0.8,"Posted on September 30, 2021 by Alimajid saidmarzu","I love the location here where my religion and culture aline beside good networks of MRT &amp; buses. Many nice Muslim food, no worry. The surrounding reminds me of home Jakarta..."
DUO Residences,Rating: 3.8,"Posted on September 30, 2021 by Harri Son","Been seeing many condos these days as I want to rent or buy, this sure is a nice place but oh so expensive. Worth the price if you are rich cos this place really makes you feel..."
Starville,Rating: 1.7,"Posted on September 30, 2021 by Harri Son",Rental is good idea. It is cheap to rent but expensive to buy. We want  to either buy or rent but found this place to be 1.3k over psf for studio! For that price can get many...
High Oak Condo,Rating: 4.3,"Posted on September 29, 2021 by cheeky koon",Stayed for 2 years. The condo is a located in a very nice location with amenities all around. Nice part is to see stars in the night sky and in the day bukit timah hill view. My...
Shelford Regency,Rating: 4.3,"Posted on September 29, 2021 by Joshua Lim","Within 1km to Nanyang and Raffles Girls Primary School. 6mins walk to Tan Kah Kee MRT, short stroll to Botanic Gardens."
Riverbank at Fernvale,Rating: 5,"Posted on September 29, 2021 by Jackie Chew","suitable for family with children.
Ample basement parking
Walk to Layar LRT"
Eight Riversuites,Rating: 1.7,"Posted on September 28, 2021 by Guru Anand","Hidden Gem Condo: CITY FRINGE Living. Windy, Windy, Windy!!!!! Less than 5min walk to Book Keng MRT, 3 MRT stops to Douby Guat. Excellent Bus network. Condo Facilities are good...."
Principal Garden,Rating: 4.7,"Posted on September 27, 2021 by Cyndi Hui","Everything about this condo is excellent, the spacious and beautiful landscaping, wide range of facilities including 2 KTV rooms, sky pool, 5 BBQ pits, bicycle rental etc...."
Liang Seah Place,Rating: 5,"Posted on September 27, 2021 by Micah Lim 林益才",Single landlord development that comprises of a few conservation shophouses in the Bugis area.
Liang Seah Court,Rating: 5,"Posted on September 27, 2021 by Micah Lim 林益才",Very rare 10 unit only strata conservation shophouse development. Great location with a host of amenities in the vicinity.
Loft @ Nathan,Rating: 3.5,"Posted on September 26, 2021 by Jo Tan","This place has its pros and cons. Cons: Some apartments are strangely shaped and you should do yr studies on what you are getting. Yes, they are small but with the proper..."
Lynnsville 331,Rating: 0.8,"Posted on September 26, 2021 by Seng Choe Loke","The pack design of the place.
Cause all toilet water sound from neighbours can be hear throuhj thin wall.

Renovating nonstop from neighbours that over their period-mgmt dont..."
Costa Rhu,Rating: 4,"Posted on September 24, 2021 by Aalok Doshi","Excellent location ; easy access to city. Next door to Gardens by the bay 
Family friendly ; lots of children 
Tons of facilities : BBQ, Tennis, Squash, putting green"
The Antares,Rating: 5,"Posted on September 19, 2021 by Pam Ram",The completely sheltered mrt walkway is less than 2 mins walk to entrance of this development .place is quiet although located well . Highly recommended for anyone - those with...
Avon Park,Rating: 2.2,"Posted on September 19, 2021 by Cindy","Everything that's great about Avon Park lies outside the estate. Yes there's the location and upcoming amenities. But once you begin living in it, you realize the years of..."
Chancery Hill Villas,Rating: 0,"Posted on September 19, 2021 by Flavia Gabizo",nice for children to make friends
Pristine Heights,Rating: 5,"Posted on September 18, 2021 by  ",Superb location and within 1km to schools like SJIJ and Hong Wen. Quiet and peaceful environment than is fringing D11. Condo is well maintained. Within walking distance to City...
The Sunny Spring,Rating: 4.5,"Posted on September 18, 2021 by Winston Oh",nice condo with peace and tranquility
Parc Rosewood,Rating: 1.7,"Posted on September 16, 2021 by Wong Chun Yong",shoe box design and it is one of the cheapest condo. you need to go around the blocks and you will see extended kitchen in the balcony and laundry at the common area. do you...
Skysuites @ Anson,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才","One of the tallest condo with 71 floors. High density considering having 360 units in one single point block. Typical of condos in this area, it enjoys great amenities and has a..."
Wallich Residence,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才",Probably the most luxurious residential property in the whole of district 1 and 2. It is good enough for James Dyson to have chosen it before. Prices are indeed daunting for...
Eon Shenton,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才",Most units offer unblocked views of the sea and the city skyline.
Sky Everton,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才",Rare freehold new launch in district 2 high rise development. The asking price of $2700-$2800psf feels a bit high for district 2 but one needs to take into account it is...
One Bernam,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才","The potential is obvious. Right in the centre of rejuvenation of Tanjong Pagar and the upcoming Greater Southern Waterfront. As it is, it is in the sough after district 2 within..."
8 @ Woodleigh,Rating: 5,"Posted on September 16, 2021 by Benjamin Chin","A very well  maintained condo. Situated near to Woodleigh MRT.
The area will be vibrant and grow with the upcoming Bidadari BTO, underground air con bus inter change, parks and..."
The Central,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才",Most units come with very ceiling allowing furniture deck to be built. Probably the only hybrid SOHO concept apartment in Singapore. Some units enjoy totally unblocked views of...
Robinson Suites,Rating: 5,"Posted on September 16, 2021 by Micah Lim 林益才","Probably the only freehold and relatively new condo in district 1. Very central location at the junction of Telok Ayer, Raffles Place and Downtown MRT Stations. Very compact,..."
Urban Resort Condominium,Rating: 0,"Posted on September 16, 2021 by Jonathan Kuah","Convenience of city living where you are surrounded by eateries, cafes, transportation and proximity to work"
26 Newton,Rating: 1.3,"Posted on September 15, 2021 by Laura L","-problems with water leaking and mould in the bathroom, which caused our health issues
-constant noise problems coming from neighbours especially at night and also outside..."
Siglap V,Rating: 3.5,"Posted on September 14, 2021 by Buyer J","Rare spacious 1 bedder unit comes with segregated study room, this gives unique space for different activities like work/study/gaming, etc. Needless to say, the location is at..."
Suites@Changi,Rating: 3.2,"Posted on September 13, 2021 by HZ C","Located just walking distance to Eunos MRT and the bus interchange near it, it has good amenities as it is also close to eunos market. It is also not far away from ECP + Paya..."
Treasure at Tampines,Rating: 3.7,"Posted on September 12, 2021 by Robin Yeo Meng Cer","Overall value for money pricing. Lots of surrounding amenities and good transport links.
Main concern is the number of units and over crowding of facilities."
